id	terminologyId
60159108	TMP-xzlrc9
60159110	TMP-4y9rpi
60159140	TMP-ddplt4
60159141	TMP-ddplt4
60159147	721000172106
60159148	751000172100
60159149	731000172109
60159150	741000172102
61836503	TMP-qgb0mw
61836504	TMP-h0l621
61836506	TMP-7hcla7
61836515	TMP-04d8r9
61836516	TMP-tepifc
61836528	TMP-2w2yj0
62453156	TMP-flfejl
62504503	TMP-8234qh
62504505	721000172106
62504506	561000172108
62504507	541000172109
62504508	551000172106
62504509	751000172100
62504510	731000172109
62504511	741000172102
62504515	61261000210104
62504516	61251000210102
62504517	61241000210100
6255761	TMP-sdr2h9
62796103	TMP-qwtrk9
62796106	61231000210108
62843936	997331000189104
62843937	997341000189105
62843939	TMP-se0gsy
62843940	TMP-iqjm8e
62843941	TMP-0jjycs
62843942	61271000210105
62843943	61291000210109
62843944	61281000210107
6306726	721145008
63490955	123456
63551303	1541000220106
63551304	1561000220105
63551307	351000210106
63551308	421000210109
63551310	91000210107
63551312	191000210102
63551313	241000210102
63551314	471000210108
63551318	261000210101
63551320	61000210102
63551321	71000210108
63551322	321000210102
63551323	141000210106
63551324	181000210104
63551325	131000210103
63551326	101000210108
63551327	451000210100
63551329	501000210102
63551330	391000210104
63551331	50931000210104
63551332	251000210104
63551333	50941000210107
63551334	121000210100
63551335	481000210105
63551336	51000210100
63551337	441000210103
63551339	461000210102
63972955	1531000220102
63972956	1551000220108
63972957	61231000210108
63972958	61241000210100
63972959	61251000210102
63972960	61271000210105
63972961	61281000210107
63972962	61291000210109
63972963	61261000210104
63972964	997321000189101
64040953	TMP-80v4i6
64040954	TMP-zkr0gt
64049154	11201000202100
64345053	TMP-qbfyic
64436803	TMP-1rid49
64437153	TMP-q4o0hb
64437154	TMP-38bldn
64437155	TMP-35vm05
64469603	821000220101
64469604	811000220108
64469605	841000220107
64469606	1531000220102
64469607	831000220103
64469608	1541000220106
64469609	1551000220108
64469610	1561000220105
64469612	TMP-u4qm72
64469613	TMP-wfiwz2
64469614	TMP-gxvn0d
64469615	TMP-5fwe3y
6447310	ICN Diagnosis March 2017
6447312	ICN Interventions March 2017
6447315	2
6447317	1
6447318	3
6447319	4
6447320	5
6447321	6
6447324	8
6447326	7
6447329	TMP-447im5
6447330	TMP-cvbf7f
6447331	TMP-m7okig
6447332	TMP-av52qv
6447334	211000003103
6447335	TMP-pbud2t
6447336	TMP-615wx7
6447341	TMP-xz9hun
6447346	101
6447347	TMP-3ttrtf
6447349	TMP-w9vlpx
64483503	TMP-h4r9ay
64483505	TMP-uj1pwr
64483506	TMP-zv5seu
64489503	TMP-ri4qxm
64489504	TMP-phbr34
64489505	11581000202109
64493203	TMP-ho9so8
64493204	TMP-3cnbpp
64493205	TMP-pio0va
64493206	TMP-zj5gr1
64499653	1234
64499654	TMP-ucstfk
64499655	TMP-e1huwv
64499656	TMP-6mvocs
64499657	TMP-j3p8w2
64499658	TMP-nu8k7t
64499659	TMP-6eh9sg
64499660	TMP-2iuazs
64499661	TMP-nxi4j1
64499662	TMP-adu0gi
64499663	TMP-nt0585
64499664	TMP-5npk1k
64499668	TMP-ahub04
64499669	TMP-d0eudt
64525855	TMP-fu0qlh
64525858	TMP-ukpc2s
64525859	TMP-727ied
64537703	TMP-vjzaaz
64544253	TMP-rxcw7u
64612511	3591000181107
64726254	TMP-p266y6
64726263	TMP-i2m72d
64726267	TMP-pbrrl4
64726268	TMP-xnrkpf
64731453	TMP-e0l5qe
64731455	TMP-zjc7b9
64731457	73171000052105
64793603	TMP-tyjouz
64793604	TMP-c3b06x
64793605	TMP-xpx4oz
65006603	TMP-w3gv35
65006604	TMP-zdrjms
65006605	62831000003103
65008753	62931000003106
65008754	62941000003103
65008755	TMP-t6kor7
65008756	TMP-fxqlts
65010653	TMP-c1rv8m
65010655	TMP-4c65en
65010656	63001000003106
65010657	TMP-ue7lgh
65010658	TMP-8pjcfk
65010659	TMP-b9b339
65010660	TMP-9y2x4i
65010671	TMP-t62sv7
65479553	12401000202106
65479554	TMP-b5d4v9
65479555	TMP-5xw6rh
65479556	TMP-r7idmd
65479557	TMP-4zufq5
65479559	TMP-v3fwzd
65479560	TMP-svtcii
65479561	TMP-c5drra
65482053	TMP-gkdkd8
65482056	TMP-06bsxe
65482057	TMP-aepo6v
65482058	TMP-gi38oa
65545953	TMP-he0jyp
65545954	TMP-1yna9a
65545955	TMP-xtk7h2
65545960	63301000003109
65545961	63341000003107
65545962	TMP-yw1mqq
65545963	3671000181109
65545964	3661000181104
65545965	TMP-7v5lbi
65551153	TMP-qru3pc
65551154	TMP-0zgaz4
65551156	TMP-jdrhkv
65551157	TMP-t6ptxs
65555403	TMP-slq2nk
65555404	TMP-mxuzvf
65555406	TMP-m5sxem
65555407	63611000003100
65555408	63621000003105
65555409	TMP-17rwgl
65555410	TMP-7s2r9t
65555411	TMP-5db6mb
65561353	TMP-vgtuqy
65561354	TMP-bwmsr7
65561355	TMP-qqfrjk
65562453	63691000003108
65562454	63731000003103
65562455	63761000003107
65562456	TMP-fss84f
65562457	63851000003102
65562458	63881000003107
65562459	TMP-a74k3x
65562460	TMP-ejsgfm
65569853	TMP-fvs0ej
65569854	TMP-mxavd2
65569855	TMP-nsnv81
65569856	TMP-9ivtfd
65575203	63981000003101
65575204	TMP-8spa7m
65575209	12711000202103
65575210	23921000202107
65575211	12881000202101
65645903	141000181108
65645904	161000181109
65645905	321000181100
65645906	2571000181104
65645907	3661000181104
65645908	3671000181109
65645909	2361000181104
65645910	261000181104
65645911	361000181106
65645912	241000181100
65645913	281000181106
65645914	251000181102
65645915	2561000181109
65645916	301000181107
65645917	3591000181107
65645918	2551000181106
65645919	331000181103
65645920	201000181103
65645921	231000181107
65645922	181000181102
65645923	3231000181109
65645924	3221000181107
65645925	3631000181107
65645926	221000181105
65645927	311000181109
65645928	271000181109
65645929	291000181108
65645931	64131000003104
65645932	TMP-3tb5qb
65645933	TMP-1skp36
6648053	1731000189101
6648055	721145008
6648058	733991000
6648059	733990004
6648062	721144007
6648063	450970008
6648072	TMP-3sg9db
6648090	TMP-9yl9u5
66498703	TMP-2c1tbd
66498704	500201000057102
66498705	63181000052104
66498706	500111000057108
66498707	500091000057101
66498708	500101000057105
66498709	500061000057107
66498710	500081000057104
66498711	500041000057108
66498712	500071000057102
66498714	500051000057105
66498715	59771000052109
66498716	62161000052101
66498718	62151000052104
66498719	59901000052102
66498720	56421000052109
66498721	64641000052102
66498722	59781000052106
66498723	59811000052109
66498724	59831000052104
66498725	64511000052102
66498726	53351000052100
66498727	53361000052102
66498728	60391000052106
66498729	62201000052106
66498730	66831000052100
66498731	68591000052102
66498732	59761000052100
66498733	60041000052102
66498734	59841000052105
66498735	59871000052102
66498736	60001000052100
66498737	58181000052100
66498738	63421000052107
66498739	60401000052109
66498740	60411000052106
66498741	60421000052103
66498742	67031000052107
66498743	46051000052106
66498744	59821000052101
66498745	62171000052105
66498746	56431000052106
66498747	62191000052109
66498748	53371000052106
66498749	53381000052108
66498750	60661000052106
66498751	59851000052108
66498752	68661000052109
66604103	67081000052106
66604104	67051000052103
66604105	67071000052109
66604106	60381000052109
66604107	59881000052100
66604108	59861000052106
66604109	60691000052103
66604110	53611000052108
66604111	68581000052104
66604112	73171000052105
66627903	12881000202101
66627904	TMP-ynntmb
66632903	TMP-v2up8s
66632904	TMP-01ttmi
66632905	TMP-78io1g
66632906	TMP-s66p7u
66660003	TMP-uby38x
66728653	TMP-7t2h7j
66728654	500121000057102
66728656	TMP-eyxb4d
66728657	TMP-pcsk6s
66728658	TMP-lxvc1p
66741403	TMP-m3kffy
66741404	TMP-udg8m6
66741405	TMP-voj6uv
66741406	TMP-vzehwy
66741407	TMP-sakk31
66741409	TMP-qmc8vt
66758054	41001000108
66821453	62181000052107
66821454	12881000202101
66826953	23911000202104
66839003	23911000202104
66839005	12711000202103
66839006	TMP-mrky4p
66839007	23921000202107
66839008	TMP-hh7f9j
6708174	61000210102
6708177	TMP-s1h0yk
6708178	TMP-zg9722
6708181	TMP-pkitpe
6708183	TMP-q6ss0n
6708189	TMP-rx813o
6708191	TMP-yatewd
6708193	TMP-78eh3n
68239904	121000269108
68892703	723264001
69091153	23931000202109
69139403	23941000202103
69139404	23951000202100
69152153	61411000210102
69152154	23961000202102
69152155	23961000202102
69160703	TMP-8megcb
69383003	TMP-r3n1cs
69383004	TMP-q9t9dy
69383006	TMP-c05sjg
69436604	672381000189106
69436606	TMP-zn2k50
70418653	TMP-2269kx
70418654	TMP-bjufwm
70450456	672381000189106
70800803	TMP-xgf236
70800804	TMP-xv3kbf
7086155	11
7086157	TMP-cn6cym
7102183	12
7102184	13
7102188	TMP-3cihn0
7102189	TMP-gx4ldj
7102193	TMP-i0103m
7102196	723264001
7102197	TMP-c7rpi3
7102199	71000210108
7102200	TMP-k4912j
71170953	12881000202101
71170954	23921000202107
71170955	23911000202104
71177253	23961000202102
71181103	23971000202106
71181104	23981000202108
71183204	23921000202107
71584153	27011000202108
71602003	TMP-zqevcf
71676304	TMP-aaf93f
72261004	TMP-k6cklc
72261005	TMP-9puhvi
72261006	TMP-60pfsf
72306962	TMP-62q0lh
72375903	TMP-hk9brx
72378554	TMP-9u5d2h
72378555	TMP-oqlyeg
72391753	TMP-vmi33c
72589654	TMP-qmc27x
72712153	450970008
72712155	TMP-tz78t3
72783156	72281000003108
72783158	721144007
72783159	721145008
72843204	5601000003101
72847903	TMP-z06ivy
73104353	TMP-wf521h
73211703	TMP-qjzurr
73614803	TMP-gbeddl
73614828	TMP-xswo2j
73614829	TMP-xswo2j
73614834	TMP-xswo2j
73705253	TMP-em9wh4
73747657	721000172106
73747658	561000172108
73747659	541000172109
73747660	551000172106
73747661	751000172100
73747662	731000172109
73747663	741000172102
73960553	72721000210100
73960554	72731000210103
73960555	TMP-2h23uk
73960556	2001000202104
73966503	72741000210106
73967453	72671000210109
73967455	72621000210105
73967456	72631000210107
73967457	72601000210102
73967458	72611000210100
73967459	72661000210103
73967460	72591000210107
73967462	72651000210101
73967464	72581000210105
73967465	72691000210108
73967466	72681000210106
73967467	72531000210106
73967468	72571000210108
73967469	72541000210103
73967470	72551000210100
73967471	72521000210109
73967472	72511000210104
73967473	72561000210102
73967474	72501000210101
73967475	72641000210104
73984003	1
73984034	5871000003109
73984036	TMP-41soh1
73984037	TMP-41soh1
74410404	TMP-fnpp9z
74410405	TMP-fnpp9z
74446153	TMP-90tfro
74446154	TMP-xp85ek
74446155	TMP-62rubw
74446156	1234567789
7456401	TMP-iqbkl7
7456402	TMP-v9ntph
7456403	TMP-ms1r98
7456404	TMP-329i3i
7456405	TMP-2yjpam
7456406	TMP-6j0ki6
7456407	TMP-5ffi88
7456408	14
7456409	10
7456411	15
7456412	16
7456413	100
7456414	TMP-2wuovl
7456415	TMP-pbnz0x
7456416	TMP-b0hp22
7456417	TMP-v86vhz
7456422	TMP-14kxsp
7456424	TMP-i2z0pd
7456425	TMP-ik8o2f
7456426	17
7456427	TMP-5eimh0
7456428	18
7456429	TMP-q8552c
7456430	TMP-b2puvd
7456431	TMP-2x6cq4
7456432	17
7456433	19
7456434	20
7456435	TMP-5okud8
7456437	TMP-3ufqh2
7456438	TMP-h0z6fi
7456439	TMP-hxps9v
7456440	TMP-x08prj
7456441	TMP-2835u8
7456442	TMP-5345an
7456443	21
7456444	TMP-gvi614
7456445	22
7456446	23
7456447	41000202104
7456448	TMP-btl81r
7456449	TMP-c14cjv
7456450	TMP-mr8b32
74602003	450970008
74627203	1234567789
74703053	14751000181109
74703804	723264001
75277453	TMP-sq8wjo
75279353	816080008
75279356	733990004
75279357	733991000
75279358	1119410008
7539151	TMP-fknov5
7539152	11000057107
7539153	TMP-5atezd
7539154	24
7539155	25
7539156	TMP-zk9pe9
7539157	TMP-xm4jdt
7539158	26
7539159	TMP-51mxq7
7539160	TMP-4ezi7g
7539162	TMP-apdiq2
7539163	27
7539164	TMP-5wfaoe
7539165	28
7539166	TMP-laoay3
7539167	29
7539168	30
7539169	TMP-f9i8jj
7539170	TMP-cpd8v7
7539171	TMP-qwp5q4
7539172	2018001
7539173	TMP-k2me0c
7539174	TMP-su936d
7539175	31
7539176	32
7539177	33
7539178	TMP-duloam
7539179	TMP-ce8hf6
7539180	TMP-m53m3k
7539182	TMP-y4w3ow
7539183	TMP-ohatvz
7539184	TMP-9za8ed
7539185	TMP-b9e51b
7539186	TMP-uacope
7539187	TMP-y7arhz
7539188	TMP-5otjcs
7539189	TMP-ebd6wo
7539190	TMP-dwz5wa
7539191	TMP-bd4j8v
7539192	TMP-203i74
7539194	TMP-edoz91
7539195	TMP-utinmj
7539196	TMP-g7w4nq
7539197	TMP-m81jbx
7539198	TMP-zqa2ln
7539199	34
7539200	34
75572816	47351000202107
75679104	TMP-gfxohz
75679105	113471000052100
75679106	113461000052109
75679107	103491000052103
75679108	894081003
75679109	787778008
7613452	TMP-6zxhpl
7613453	35
7613454	36
7613455	37
7614152	37
7614153	38
7614154	39
7614157	91000202106
76244054	TMP-v89uzr
7625301	261000210101
7625302	40
7625303	41
7625304	Pedi R Airways
7625305	41000057106
7625310	TMP-3ww9ua
7625313	251000210104
7625314	241000210102
7625316	61000210102
7625318	TMP-822fjs
7625319	71000210108
7625321	557481000005101
7625322	557491000005103
7625323	51000057108
7625328	TMP-th2qv8
7625329	TMP-25ciim
7625330	TMP-58juxe
7625332	101000210108
7625333	121000210100
7625344	TMP-9ymsb0
76264353	TMP-0kb7ew
76264354	10011000234109
76267603	47351000202107
76267604	61231000210108
76267605	351000210106
76267606	72671000210109
76267607	421000210109
76267608	61241000210100
76267609	91000210107
76267610	61251000210102
76267611	191000210102
76267612	241000210102
76267613	471000210108
76267614	61271000210105
76267615	61281000210107
76267616	61291000210109
76267617	261000210101
76267618	61261000210104
76267619	61000210102
76267620	71000210108
76267621	321000210102
76267622	141000210106
76267623	181000210104
76267624	131000210103
76267625	101000210108
76267626	451000210100
76267627	461000210102
76267628	501000210102
76267629	72621000210105
76267630	72631000210107
76267631	72601000210102
76267632	72611000210100
76267633	72661000210103
76267634	72591000210107
76267635	72581000210105
76267636	72571000210108
76267637	72541000210103
76267638	72531000210106
76267639	72511000210104
76267640	72501000210101
76267641	72561000210102
76267642	72641000210104
76267643	391000210104
76267644	50931000210104
76267645	72691000210108
76267646	72681000210106
76267647	251000210104
76267648	50941000210107
76267649	72551000210100
76267650	72521000210109
76267651	121000210100
76267652	481000210105
76745303	72731000210103
76745304	51000210100
76745305	72741000210106
76745306	441000210103
76745307	72721000210100
76745308	72651000210101
76973304	TMP-1jgc4e
76973305	TMP-9jie96
77024206	TMP-veq46o
77024212	TMP-eayyyh
77024213	113481000052103
77271203	1157358007
77271204	TMP-x0kedu
77271205	CT-angiography
77301955	841000220107
77301956	1531000220102
77301958	1541000220106
77301959	1551000220108
77301961	TMP-19y4p4
77301962	TMP-1ajkkz
77301963	TMP-90v5n0
77373553	TMP-io13xe
77373554	76941000003107
77373556	TMP-w5mqhi
77373558	76981000003100
77485803	77091000003102
77485804	997321000189101
77485805	997331000189104
77485806	997341000189105
78115553	TMP-h0y61m
78115554	TMP-z1njm1
78115555	1000001000202102
78115556	1000001000202102
78115557	1157358007
79413103	821000220101
79413104	1561000220105
79413105	811000220108
79413106	831000220103
79491766	TMP-rl33x0
79583403	TMP-6yd53z
79620953	TMP-aam9sz
79620954	TMP-l4py9c
79620955	TMP-uoomjs
79620956	TMP-8c9hgn
79620957	TMP-tkaxki
79620958	TMP-k02sfw
79620959	TMP-dynmmx
79620960	TMP-ehlixx
79620961	TMP-pcd8kk
79620962	TMP-dx2n8w
79620963	TMP-n0blxo
79620964	TMP-z375df
79916153	TMP-gcr1vi
79916154	78931000003103
79920403	78951000003109
79920404	78991000003102
79934903	TMP-4jibq2
79934904	TMP-fvleb3
79934905	TMP-vmp2fk
79938553	TMP-4vuto3
79938554	TMP-ify27u
79938555	TMP-n9s10d
80003103	TMP-qr66at
80003104	TMP-5ced9u
80003105	TMP-j76l1u
80003107	TMP-phoqiw
80003108	TMP-n9ugkt
80003109	TMP-xcicaa
80003110	TMP-zjjgts
80003111	TMP-wn5sqg
80003112	TMP-76jblp
80003115	TMP-6aj1hw
80003116	TMP-jty4pt
80003117	TMP-zy6wk1
80003118	TMP-al3e05
80003119	500221000057105
80003120	TMP-p7mhoz
80098803	TMP-7kh0ae
80098804	TMP-6lwrwx
80098807	TMP-r0lus5
80098808	TMP-mezjoa
80098809	79591000003101
80098810	79601000003106
80193803	TMP-m4tdlm
80210553	TMP-8tt02c
80210554	TMP-gmd7mk
80210555	TMP-l0ew73
80210556	TMP-y26911
8433606	721144007
8433608	51000210100
8449907	1
8449908	2
8533256	261000210101
8533260	121000210100
8533261	251000210104
8533262	81000210105
8533263	241000210102
8533267	51000210100
8533290	TMP-dvgbh4
8533296	450970008
8533297	733990004
8533300	733991000
8616007	450970008
8616008	733991000
8616009	733990004
8616015	161000202106
8616018	171000202102
8616019	481000202109
8616029	721144007
8616031	733990004
8616032	733991000
8795002	721145008
8795006	TMP-fx8yt3
8795008	321000210102
8795011	61000057105
8795012	450970008
8795014	TMP-h7yqyr
8795017	TMP-hjd7u0
8795018	TMP-r9prz9
8795019	67
8795021	71000057100
8795025	TMP-2rfqji
8795026	TMP-u5vvak
8795027	61000210102
8795028	51000210100
8795031	TMP-zx3z5o
8795032	TMP-jpoxvu
8795033	91000210107
8795035	TMP-dh9h4x
8795036	TMP-00xgxd
8795037	TMP-0nsjki
8795038	TMP-c87t5u
8795039	TMP-lgqyah
8795040	TMP-w806nq
8795041	TMP-ckevu4
8795042	TMP-snkyqu
8795043	TMP-1nrmfb
8795045	TMP-i2drd7
8795046	TMP-1mdnik
8795047	221000202107
9031206	1171000189103
9031228	81000057102
9031229	723264001
9031232	TMP-5qeptv
9031235	TMP-dlvufv
9031236	2231000189101
9031237	23671000087102
9031238	100000
9031239	951000003107
9229001	TMP-4hygfd
9229003	971000003104
9229004	TMP-6gd6x6
9229005	2.16.840.1.113883.2.20.3.210
9229006	TMP-02b1gb
9423852	1001000003108
9423854	TMP-9u5v79
9423855	2.16.840.1.113883.2.20.3.210
9423856	23671000087102
9423857	TMP-2hzsgq
9423861	TMP-5djocd
9423863	TMP-i3qwu9
9423867	1011000003105
9423868	Z01
9423872	712768323948
9423875	TMP-4p4144
9423876	TMP-j0jfhm
9423879	471000202107
9423880	TMP-j7uqzl
9423883	TMP-xu7ux9
9423885	TMP-5mjt4a
9423886	abc
9423887	2.16.840.1.113883.2.20.3.208
9423889	1041000003106
9423890	1041000003106
9423894	1061000003107
9423895	TMP-tgw9p0
9423896	TMP-7g15p7
9423897	TMP-86pobz
9423898	TMP-m5mx9u
9423899	TMP-mzi157
9423900	TMP-ra9ivt
9520951	TMP-jb8l72
9520952	TMP-ahzk06
9520953	TMP-86jfa5
9520954	TMP-4v5suh
9520955	TMP-5swjer
9520956	TMP-f5d1rs
9520958	261000202102
9520959	281000202108
9520960	271000202106
9520961	TMP-rgikte
9520962	TMP-j9uq6h
9520963	TMP-82eme8
9520964	TMP-uvv9do
9520966	TMP-6xrlab
9520967	TMP-c9l9me
9520968	TMP-74ukn1
9520974	321000210102
9520975	71000210108
9571251	421000210109
9571252	351000210106
9571255	TMP-bpi7jy
9571277	391000210104
9571281	198907
9571283	TMP-wyyn1u
9571284	611000202102
9571285	TMP-rdnf48
9571286	TMP-ywmz19
9571287	TMP-k46sor
9571288	TMP-5sjsw4
9571290	TMP-pu1t79
9571291	TMP-7boxqh
9571292	TMP-qq5zw0
9571296	TMP-j6vwli
9571298	TMP-mthidn
9571299	TMP-6llpeg
9571300	23645832341
9726351	TMP-g1kdi7
9728956	TMP-ifign5
9728957	TMP-mpwfx5
9728969	TMP-s7h9oo
9793612	TMP-zi57by
9822201	721144007
9822203	721145008
9822204	733990004
9822206	733991000
9822208	999
9822209	900
9829551	31000220100
9829558	456847345
9829560	34575779
9829563	467345
9829564	TMP-mtvs6x
9829565	TMP-l4iewb
9829567	TMP-njvke0
9829568	9345834
9829570	TMP-dmlafg
9829572	TMP-v8dtkk
9829574	TMP-remqbo
9829575	TMP-50zbhk
9829576	TMP-ht17kd
9829577	TMP-730obt
9829578	TMP-2yb5vs
9829579	TMP-8cqscb
9829580	TMP-f2s0o6
9829581	TMP-zkjl47
9829582	TMP-h0snwp
9829584	450970008
9829586	TMP-uptrfs
9829588	7835234
9829590	Translation Test
