terminologyId	description
210041000146107	Pathogens that can cause sepsis and meningitis
210041000146107	Pathogens that can cause sepsis and meningitis
210051000146105	referentieset met verwekkers die een congenitale infectie kunnen veroorzaken.
210051000146105	referentieset met verwekkers die een congenitale infectie kunnen veroorzaken.
210051000146105	referentieset met verwekkers die een congenitale infectie kunnen veroorzaken.
211000003103	Chest pain and its children
22	Pediatric_Obesity Clinic_FH Description
221000181105	Kasutatakse õendusepikriisil ning õendusabiteenuse saatekirjal patsiendi suitsetamisharjumuste märkimiseks
221000181105	Kasutatakse õendusepikriisil ning õendusabiteenuse saatekirjal patsiendi suitsetamisharjumuste märkimiseks
221000181105	Kasutatakse õendusepikriisil ning õendusabiteenuse saatekirjal patsiendi suitsetamisharjumuste märkimiseks
221000181105	Kasutatakse õendusepikriisil ning õendusabiteenuse saatekirjal patsiendi suitsetamisharjumuste märkimiseks
221000181105	Kasutatakse õendusepikriisil ning õendusabiteenuse saatekirjal patsiendi suitsetamisharjumuste märkimiseks
221000181105	Kasutatakse õendusepikriisil ning õendusabiteenuse saatekirjal patsiendi suitsetamisharjumuste märkimiseks
221000181105	Kasutatakse õendusepikriisil ning õendusabiteenuse saatekirjal patsiendi suitsetamisharjumuste märkimiseks
221000181105	Kasutatakse õendusepikriisil ning õendusabiteenuse saatekirjal patsiendi suitsetamisharjumuste märkimiseks
221000202107	Pat.Aktiv
2231000189101	All the attributes in different hirerchies related to opthalmology department
23	Pediatric_Thyroid_PC Description
231000146105	38 optometric procedures.
231000146105	38 optometric procedures.
231000146105	38 optometric procedures.
231000146105	38 optometric procedures.
231000181107	Kasutatakse haiglaravi saatekirjal planeeritava ravijärjekorra operatsiooni märkimiseks
231000181107	Kasutatakse haiglaravi saatekirjal planeeritava ravijärjekorra operatsiooni märkimiseks
231000181107	Kasutatakse haiglaravi saatekirjal planeeritava ravijärjekorra operatsiooni märkimiseks
231000181107	Kasutatakse haiglaravi saatekirjal planeeritava ravijärjekorra operatsiooni märkimiseks
231000181107	Kasutatakse haiglaravi saatekirjal planeeritava ravijärjekorra operatsiooni märkimiseks
231000181107	Kasutatakse haiglaravi saatekirjal planeeritava ravijärjekorra operatsiooni märkimiseks
231000181107	Kasutatakse haiglaravi saatekirjal planeeritava ravijärjekorra operatsiooni märkimiseks
